fita,status,ult movimentação
FIB979L5,ARMAZENADO,14/06/2022
AJF805L8,EM CLIENTE,13/09/2022
FTH062L5,ARMAZENADO,24/12/2019
FTG718L5,ARMAZENADO,
CHC200L6,ARMAZENADO,
GM1263L5,ARMAZENADO,
FCD600L5,ARMAZENADO,01/11/2021
FCD673L5,ARMAZENADO,
FTH536L5,EM CLIENTE,15/09/2020
VV0058L5,ARMAZENADO,13/09/2022
FCD691L5,ARMAZENADO,17/09/2019
DII023L5,ARMAZENADO,01/11/2021
FTD039L5,ARMAZENADO,26/04/2022
DIH069L5,EM CLIENTE,01/06/2021
FTE779L5,ARMAZENADO,
FTH061L5,ARMAZENADO,24/12/2019
FCD162L5,EM CLIENTE,15/03/2022
FFC235L5,ARMAZENADO,21/04/2021
FFC243L5,ARMAZENADO,01/02/2022
VV0147L5,ARMAZENADO,
FTE817L5,ARMAZENADO,12/11/2019
SP0034L5,EM CLIENTE,17/11/2022
BDB878L6,ARMAZENADO,01/11/2021
FCD372L5,EM CLIENTE,11/02/2020
FTD426L5,ARMAZENADO,17/11/2020
FIC007L5,ARMAZENADO,01/02/2022
UHU002L5,EM CLIENTE,17/01/2023
FTD381L5,ARMAZENADO,24/05/2022
BDB695L6,ARMAZENADO,03/05/2022
SAA019L5,EM CLIENTE,17/03/2020
BDB553L6,ARMAZENADO,21/02/2019
CIO174L6,ARMAZENADO,
VV0004L5,ARMAZENADO,11/10/2021
CQZ558L5,ARMAZENADO,15/12/2020
SAA003L5,ARMAZENADO,16/04/2019
FCF001L5,ARMAZENADO,24/12/2019
CZX815L5,ARMAZENADO,17/11/2022
SPN024L5,ARMAZENADO,09/04/2019
FCD062L5,EM CLIENTE,16/04/2019
DII080L5,EM CLIENTE,19/07/2022
FTD332L5,ARMAZENADO,01/11/2021
DIH093L5,ARMAZENADO,21/04/2021
FTG678L5,EM CLIENTE,11/01/2022
UHU043L5,ARMAZENADO,
FTG682L5,ARMAZENADO,16/04/2019
CGB411L6,EM CLIENTE,15/02/2022
DOL867L5,ARMAZENADO,17/09/2019
CIO213L6,ARMAZENADO,25/06/2019
FTG876L5,ARMAZENADO,
FTC680L5,ARMAZENADO,19/04/2022
FFC001L5,ARMAZENADO,22/03/2022
FTH087L5,EM CLIENTE,10/05/2022
FTC660L5,ARMAZENADO,12/04/2022
BDB884L6,ARMAZENADO,30/11/2021
BDB726L6,EM CLIENTE,10/06/2022
FFC000L5,ARMAZENADO,22/03/2022
FCF460L5,ARMAZENADO,29/10/2019
FTC664L5,ARMAZENADO,12/04/2022
FFC201L5,ARMAZENADO,14/06/2022
BBM719L5,ARMAZENADO,04/01/2022
FTC646L5,ARMAZENADO,10/06/2022
FCD616L5,ARMAZENADO,22/03/2022
BBM705L5,ARMAZENADO,04/01/2022
FCD582L5,EM CLIENTE,31/05/2022
FTG954L5,ARMAZENADO,01/03/2022
FTD318L5,ARMAZENADO,01/11/2021
FFC211L5,EM CLIENTE,14/06/2022
DII022L5,ARMAZENADO,01/11/2021
FTC705L5,ARMAZENADO,20/08/2019
DIH244L5,ARMAZENADO,18/10/2022
FTC629L5,ARMAZENADO,01/11/2021
FCD783L5,ARMAZENADO,16/04/2019
FTH305L5,EM CLIENTE,14/02/2019
BLK088L5,ARMAZENADO,19/05/2020
DIH969L5,ARMAZENADO,23/07/2019
BLK080L5,ARMAZENADO,21/02/2019
FCE901L5,EM CLIENTE,16/02/2021
AJE683L8,EM CLIENTE,19/07/2022
BDB580L6,ARMAZENADO,01/02/2022
DIH674L5,EM CLIENTE,15/12/2020
BDB887L6,ARMAZENADO,30/11/2021
DII060L5,ARMAZENADO,
FIC048L5,ARMAZENADO,10/05/2022
BDB596L6,ARMAZENADO,01/03/2022
DIH254L5,EM CLIENTE,03/05/2022
DII066L5,ARMAZENADO,
FTD003L5,ARMAZENADO,28/09/2021
DIH095L5,ARMAZENADO,01/06/2021
TRR039L5,ARMAZENADO,12/11/2019
GM1214L5,ARMAZENADO,
BDB557L6,ARMAZENADO,23/07/2019
BDB683L6,ARMAZENADO,03/05/2022
CHC165L6,ARMAZENADO,
BDB595L6,ARMAZENADO,01/03/2022
FTG586L5,ARMAZENADO,16/07/2019
FTH308L5,ARMAZENADO,16/04/2019
CZZ047L5,ARMAZENADO,12/04/2022
SAP080L8,EM CLIENTE,19/07/2022
BDB747L6,ARMAZENADO,17/05/2022
CRZ029L5,ARMAZENADO,16/04/2019
FFC223L5,EM CLIENTE,22/03/2022
FCE945L5,ARMAZENADO,
VV0050L5,ARMAZENADO,16/04/2019
FCD561L5,ARMAZENADO,14/06/2022
CGB394L6,EM CLIENTE,16/07/2019
000043L6,ARMAZENADO,17/05/2022
SPN045L5,ARMAZENADO,07/05/2019
FTG697L5,ARMAZENADO,16/04/2019
CZY913L5,EM CLIENTE,12/04/2022
AJE745L8,EM CLIENTE,19/07/2022
BDB690L6,EM CLIENTE,03/05/2022
FCF016L5,ARMAZENADO,24/09/2019
FTG738L5,ARMAZENADO,
DIH103L5,EM CLIENTE,15/12/2020
CZY960L5,ARMAZENADO,18/10/2022
CIO231L6,ARMAZENADO,24/05/2022
FTE819L5,ARMAZENADO,12/11/2019
FTG902L5,ARMAZENADO,21/05/2019
CRZ032L5,ARMAZENADO,16/04/2019
CZX756L5,EM CLIENTE,25/01/2022
FFC170L5,ARMAZENADO,08/03/2022
DOL869L5,ARMAZENADO,16/04/2019
CFL158L6,ARMAZENADO,03/12/2019
FTG649L5,EM CLIENTE,06/12/2022
FTH531L5,ARMAZENADO,12/04/2022
SPN007L5,ARMAZENADO,14/05/2019
FTC809L5,ARMAZENADO,13/07/2021
SAP143L8,EM CLIENTE,19/07/2022
FTH535L5,ARMAZENADO,
FTC800L5,EM CLIENTE,11/08/2020
VV0024L5,ARMAZENADO,14/12/2021
FFC163L5,ARMAZENADO,03/05/2022
DIH195L5,EM CLIENTE,21/06/2022
CZX771L5,ARMAZENADO,25/08/2020
BDB477L6,ARMAZENADO,20/08/2019
FCD598L5,ARMAZENADO,01/11/2021
BDB897L6,ARMAZENADO,04/01/2022
FTD406L5,EM CLIENTE,10/06/2022
GFK830L5,ARMAZENADO,31/05/2022
FCF000L5,ARMAZENADO,14/06/2022
BDB891L6,ARMAZENADO,30/11/2021
FFB968L5,ARMAZENADO,31/05/2022
FTC643L5,ARMAZENADO,22/03/2022
FTC633L5,ARMAZENADO,22/03/2022
FTC650L5,ARMAZENADO,10/06/2022
CIO234L6,ARMAZENADO,04/01/2022
FTF006L5,ARMAZENADO,01/03/2022
FTF005L5,ARMAZENADO,01/03/2022
FTC974L5,EM CLIENTE,10/06/2022
BDB822L6,ARMAZENADO,06/07/2021
BDB503L6,ARMAZENADO,06/07/2021
VV0190L5,ARMAZENADO,16/04/2019
FTG579L5,ARMAZENADO,20/07/2021
FTH494L5,ARMAZENADO,
APD950LU,ARMAZENADO,
FTD206L5,ARMAZENADO,21/02/2019
CZX806L5,EM CLIENTE,23/02/2021
FCD568L5,ARMAZENADO,14/06/2022
CZY885L5,EM CLIENTE,12/04/2022
GOI019L7,EM CLIENTE,21/04/2021
DIH205L5,ARMAZENADO,12/04/2022
FTG618L5,ARMAZENADO,15/09/2020
AJF795L8,EM CLIENTE,17/11/2022
CIO198L6,ARMAZENADO,
FTH279L5,ARMAZENADO,31/08/2021
FCF096L5,ARMAZENADO,15/03/2022
FCD060L5,EM CLIENTE,16/04/2019
BDB700L6,ARMAZENADO,24/05/2022
SPN061L5,ARMAZENADO,
FTE960L5,EM CLIENTE,22/03/2022
FTC774L5,ARMAZENADO,08/03/2022
FTD425L5,ARMAZENADO,17/11/2020
CQZ575L5,ARMAZENADO,16/04/2019
BDB541L6,ARMAZENADO,24/09/2019
BDB474L6,ARMAZENADO,23/04/2019
BDB723L6,EM CLIENTE,10/06/2022
UHU030L5,ARMAZENADO,23/05/2022
DIH085L5,EM CLIENTE,23/05/2022
BDB901L6,ARMAZENADO,04/01/2022
FTH120L5,ARMAZENADO,31/05/2022
FCD626L5,ARMAZENADO,22/03/2022
FCD624L5,ARMAZENADO,22/03/2022
BDB505L6,ARMAZENADO,06/07/2021
FCD628L5,ARMAZENADO,23/03/2021
CIO236L6,ARMAZENADO,04/01/2022
GFK838L5,ARMAZENADO,31/05/2022
FFC199L5,ARMAZENADO,14/06/2022
DII005L5,ARMAZENADO,23/11/2021
FTD335L5,ARMAZENADO,01/11/2021
BDB658L6,ARMAZENADO,06/07/2021
BBM716L5,ARMAZENADO,04/01/2022
FCE977L5,ARMAZENADO,24/12/2019
FCD688L5,ARMAZENADO,17/12/2019
BDB600L6,ARMAZENADO,01/03/2022
FTE775L5,ARMAZENADO,
FTH119L5,ARMAZENADO,31/05/2022
BDB717L6,EM CLIENTE,10/06/2022
DIH272L5,ARMAZENADO,16/07/2019
DIH091L5,EM CLIENTE,01/06/2021
CHC174L6,ARMAZENADO,27/12/2019
FTE850L5,EM CLIENTE,19/07/2022
BDB838L6,ARMAZENADO,31/08/2021
FCF059L5,ARMAZENADO,20/07/2021
CRZ028L5,ARMAZENADO,16/04/2019
SAP050L8,EM CLIENTE,19/07/2022
BDB928L6,ARMAZENADO,26/04/2022
UHU039L5,ARMAZENADO,17/03/2020
DIH072L5,EM CLIENTE,01/06/2021
FCD011L5,ARMAZENADO,30/11/2021
BDB734L6,ARMAZENADO,05/04/2022
BDB824L6,ARMAZENADO,20/07/2021
FTH541L5,EM CLIENTE,17/09/2019
FTG699L5,ARMAZENADO,16/04/2019
FCD361L5,ARMAZENADO,14/07/2020
FTC991L5,ARMAZENADO,20/07/2021
FTD341L5,ARMAZENADO,17/05/2022
CPW134L4,ARMAZENADO,
GOI026L7,EM CLIENTE,06/12/2022
BBM767L5,ARMAZENADO,26/04/2022
FCD391L5,ARMAZENADO,14/04/2020
FTD258L5,ARMAZENADO,
VV0153L5,EM CLIENTE,16/04/2019
FFC256L5,ARMAZENADO,25/05/2021
CHC203L6,ARMAZENADO,12/04/2022
BLK139L5,ARMAZENADO,10/03/2020
GFK801L5,ARMAZENADO,22/03/2022
CPW170L4,EM CLIENTE,05/04/2022
FCB420L5,EM CLIENTE,17/09/2019
PLI612L4,ARMAZENADO,
VV0056L5,EM CLIENTE,16/04/2019
PLI610L4,ARMAZENADO,
FTE855L5,ARMAZENADO,
CRZ021L5,ARMAZENADO,17/12/2019
DIH097L5,EM CLIENTE,01/06/2021
DIH668L5,EM CLIENTE,15/12/2020
SPN001L5,ARMAZENADO,
DIH079L5,EM CLIENTE,23/05/2022
CZY718L5,ARMAZENADO,21/02/2019
FTH085L5,EM CLIENTE,19/07/2022
FTE799L5,ARMAZENADO,
SAP030L8,EM CLIENTE,19/07/2022
DIH973L5,ARMAZENADO,14/06/2022
FCD393L5,ARMAZENADO,17/11/2020
FCD177L5,ARMAZENADO,10/06/2022
FTH477L5,ARMAZENADO,
CHC194L6,ARMAZENADO,27/12/2019
FCE917L5,EM CLIENTE,25/08/2020
BLK077L5,ARMAZENADO,21/05/2019
VV0012L5,ARMAZENADO,16/07/2019
FCD006L5,ARMAZENADO,25/05/2021
FIC006L5,ARMAZENADO,01/02/2022
DIH251L5,EM CLIENTE,28/12/2021
FTH097L5,ARMAZENADO,24/12/2019
FTG660L5,ARMAZENADO,16/08/2022
FTD041L5,ARMAZENADO,01/03/2022
BDB882L6,ARMAZENADO,30/11/2021
CIO209L6,ARMAZENADO,
DIH065L5,ARMAZENADO,
FCD388L5,ARMAZENADO,16/04/2019
VV0164L5,ARMAZENADO,
FCC975L5,ARMAZENADO,03/05/2022
DIH986L5,EM CLIENTE,17/09/2019
FCD077L5,EM CLIENTE,13/09/2022
FTG952L5,ARMAZENADO,24/12/2019
CFL174L6,ARMAZENADO,21/02/2019
FTE783L5,EM CLIENTE,16/08/2022
FXZ479L5,ARMAZENADO,
CPW107L4,EM CLIENTE,05/04/2022
SAP029L8,EM CLIENTE,19/07/2022
FFC036L5,ARMAZENADO,08/09/2020
VV0175L5,ARMAZENADO,
DII030L5,ARMAZENADO,01/02/2022
CZY712L5,ARMAZENADO,18/10/2022
FTH277L5,ARMAZENADO,31/08/2021
VV0179L5,EM CLIENTE,16/04/2019
FTH136L5,ARMAZENADO,01/02/2022
FCD230L5,ARMAZENADO,23/05/2022
DIH215L5,EM CLIENTE,03/05/2022
FCD212L5,EM CLIENTE,10/11/2020
FTC658L5,ARMAZENADO,12/04/2022
FTD027L5,ARMAZENADO,31/08/2021
BDB569L6,ARMAZENADO,25/11/2019
FCD690L5,ARMAZENADO,14/01/2020
DII018L5,ARMAZENADO,04/01/2022
BRCRZ025L3,ARMAZENADO,
CIO185L6,ARMAZENADO,
FTE827L5,ARMAZENADO,
DIH111L5,EM CLIENTE,13/12/2022
FTH527L5,ARMAZENADO,
VV0097L5,ARMAZENADO,17/11/2022
FCD224L5,ARMAZENADO,23/05/2022
AJF804L8,EM CLIENTE,13/09/2022
CRZ061L5,ARMAZENADO,
GFK802L5,ARMAZENADO,22/03/2022
CZY709L5,ARMAZENADO,17/11/2022
CZX809L5,ARMAZENADO,17/11/2022
SAP123L8,EM CLIENTE,19/07/2022
FXZ765L5,ARMAZENADO,
CZY888L5,ARMAZENADO,14/12/2021
FTG889L5,EM CLIENTE,17/12/2019
FCF002L5,ARMAZENADO,24/12/2019
FTG722L5,ARMAZENADO,
DOL874L5,EM CLIENTE,14/02/2019
CIO180L6,ARMAZENADO,
BDB698L6,ARMAZENADO,24/05/2022
DIH990L5,EM CLIENTE,22/03/2022
GFK810L5,ARMAZENADO,
FTD313L5,ARMAZENADO,23/07/2019
DIH047L5,ARMAZENADO,01/06/2021
FCD472L5,EM CLIENTE,17/12/2019
BDB874L6,ARMAZENADO,01/11/2021
GAC412L5,EM CLIENTE,15/12/2020
AJF799L8,EM CLIENTE,16/08/2022
DII015L5,ARMAZENADO,17/11/2020
FCD473L5,EM CLIENTE,12/11/2019
BDB785L6,ARMAZENADO,03/05/2022
DIH236L5,ARMAZENADO,29/09/2020
BUR955L6,EM CLIENTE,11/10/2021
FYB460L5,ARMAZENADO,24/05/2022
FTH081L5,ARMAZENADO,01/02/2022
FCE961L5,ARMAZENADO,23/07/2019
VV0021L5,ARMAZENADO,18/10/2022
CIO226L6,ARMAZENADO,01/11/2021
BDB905L6,ARMAZENADO,04/01/2022
FCE937L5,EM CLIENTE,25/08/2020
CIO251L6,ARMAZENADO,24/12/2019
FTG740L5,ARMAZENADO,
FCC965L5,ARMAZENADO,25/06/2019
BDB779L6,ARMAZENADO,17/05/2022
BDB709L6,ARMAZENADO,24/05/2022
CZX793L5,ARMAZENADO,26/03/2019
FTD037L5,ARMAZENADO,21/04/2021
AJE756L8,EM CLIENTE,19/07/2022
SPN038L5,ARMAZENADO,30/04/2019
CFL173L6,ARMAZENADO,23/04/2019
CIO228L6,ARMAZENADO,30/11/2021
FTC819L5,ARMAZENADO,24/12/2019
BDB576L6,ARMAZENADO,01/02/2022
FCF067L5,ARMAZENADO,
CPW104L4,EM CLIENTE,18/10/2022
FCD003L5,ARMAZENADO,25/05/2021
FFC253L5,ARMAZENADO,14/06/2022
BBM741L5,ARMAZENADO,30/11/2021
FTG958L5,ARMAZENADO,26/04/2022
FFC217L5,ARMAZENADO,19/04/2022
FTH140L5,ARMAZENADO,01/02/2022
FTH513L5,ARMAZENADO,
FTD059L5,ARMAZENADO,01/03/2022
FCF041L5,ARMAZENADO,06/07/2021
FTD407L5,EM CLIENTE,10/06/2022
FTC638L5,ARMAZENADO,22/03/2022
BDB502L6,ARMAZENADO,31/05/2022
FTH088L5,ARMAZENADO,10/05/2022
SAA211L5,ARMAZENADO,19/04/2022
BDB637L6,ARMAZENADO,31/05/2022
FTD316L5,ARMAZENADO,01/11/2021
BDB655L6,ARMAZENADO,06/07/2021
FTD008L5,ARMAZENADO,04/01/2022
BDB911L6,ARMAZENADO,04/01/2022
FTC981L5,EM CLIENTE,10/06/2022
FTD333L5,ARMAZENADO,01/11/2021
BDB649L6,ARMAZENADO,06/07/2021
BDB650L6,ARMAZENADO,06/07/2021
PLI647L4,ARMAZENADO,
FCD639L5,ARMAZENADO,04/01/2022
FCD076L5,ARMAZENADO,
CHC177L6,ARMAZENADO,12/11/2019
FCD229L5,ARMAZENADO,10/06/2022
BBM757L5,ARMAZENADO,17/11/2020
BDB852L6,ARMAZENADO,28/09/2021
FTG754L5,ARMAZENADO,
FYB463L5,ARMAZENADO,24/05/2022
DIH025L5,EM CLIENTE,01/06/2021
PTA015L5,ARMAZENADO,
BLK086L5,ARMAZENADO,14/05/2019
FTD380L5,ARMAZENADO,24/05/2022
DIH206L5,ARMAZENADO,23/05/2022
BLK142L5,ARMAZENADO,12/11/2019
SAP008L8,EM CLIENTE,19/07/2022
GFK839L5,ARMAZENADO,31/05/2022
DII013L5,ARMAZENADO,04/01/2022
FCD239L5,ARMAZENADO,14/12/2021
DIH096L5,ARMAZENADO,25/05/2021
GFK831L5,ARMAZENADO,31/05/2022
SJP041L7,EM CLIENTE,17/11/2020
DII036L5,ARMAZENADO,21/04/2021
CZY722L5,ARMAZENADO,20/08/2019
DIH884L5,EM CLIENTE,12/11/2019
BDB811L6,ARMAZENADO,22/03/2022
FTE787L5,ARMAZENADO,17/10/2019
FTH272L5,ARMAZENADO,31/08/2021
FCF054L5,ARMAZENADO,20/07/2021
BUR947L6,EM CLIENTE,13/12/2022
CHC158L6,ARMAZENADO,
DIH271L5,ARMAZENADO,17/12/2019
BRCRZ028L3,ARMAZENADO,
BDB793L6,EM CLIENTE,10/06/2022
FTG832L5,ARMAZENADO,
BDB551L6,ARMAZENADO,26/03/2019
FCD394L5,ARMAZENADO,20/08/2019
DIH882L5,EM CLIENTE,17/03/2020
BDB469L6,ARMAZENADO,25/06/2019
FIB975L5,ARMAZENADO,31/08/2021
FTG736L5,EM CLIENTE,25/08/2020
FTC617L5,ARMAZENADO,05/04/2022
BDB745L6,ARMAZENADO,17/05/2022
FCC981L5,ARMAZENADO,01/03/2022
BDB445L6,ARMAZENADO,03/05/2022
FCD480L5,EM CLIENTE,08/12/2021
FTD035L5,ARMAZENADO,26/04/2022
CQZ557L5,ARMAZENADO,15/06/2021
VV0068L5,EM CLIENTE,16/04/2019
FCD196L5,ARMAZENADO,13/07/2021
CZX767L5,EM CLIENTE,14/01/2020
BBM780L5,ARMAZENADO,26/04/2022
FCD243L5,EM CLIENTE,10/06/2022
FCD164L5,EM CLIENTE,15/03/2022
FCE910L5,EM CLIENTE,21/04/2021
DIH243L5,EM CLIENTE,13/12/2022
FTE836L5,ARMAZENADO,17/12/2019
DIH161L5,ARMAZENADO,24/12/2019
FTD385L5,ARMAZENADO,24/05/2022
CPW161L4,EM CLIENTE,13/09/2022
SPN017L5,ARMAZENADO,14/05/2019
FTC788L5,ARMAZENADO,
BLK154L5,ARMAZENADO,11/01/2020
CZY987L5,EM CLIENTE,17/01/2023
FTG578L5,ARMAZENADO,26/04/2022
FCD570L5,ARMAZENADO,14/06/2022
FCD226L5,ARMAZENADO,10/06/2022
FCD005L5,ARMAZENADO,01/02/2022
FTE832L5,ARMAZENADO,
BBM751L5,ARMAZENADO,
DIH171L5,ARMAZENADO,31/08/2020
FCD161L5,EM CLIENTE,15/03/2022
CZZ006L5,ARMAZENADO,
CZY911L5,ARMAZENADO,17/11/2022
FCF100L5,ARMAZENADO,
CFK963L6,ARMAZENADO,
FFC020L5,ARMAZENADO,26/04/2022
FCE963L5,ARMAZENADO,23/07/2019
FTC608L5,ARMAZENADO,05/04/2022
BDB450L6,ARMAZENADO,24/05/2022
FCF049L5,ARMAZENADO,06/07/2021
BBM701L5,ARMAZENADO,04/01/2022
BDB636L6,ARMAZENADO,31/05/2022
BDB651L6,ARMAZENADO,06/07/2021
FTC659L5,ARMAZENADO,12/04/2022
DII045L5,ARMAZENADO,14/06/2022
BDB634L6,ARMAZENADO,31/05/2022
FTD403L5,EM CLIENTE,10/06/2022
FTC640L5,ARMAZENADO,22/03/2022
FTG925L5,ARMAZENADO,17/11/2020
BDB818L6,ARMAZENADO,31/05/2022
FTC684L5,ARMAZENADO,19/04/2022
FTD418L5,EM CLIENTE,10/06/2022
FTD410L5,EM CLIENTE,10/06/2022
FTH542L5,ARMAZENADO,
SPN040L5,ARMAZENADO,21/02/2019
FTG849L5,ARMAZENADO,
CRZ074L5,ARMAZENADO,16/04/2019
FTH306L5,EM CLIENTE,14/02/2019
000044L6,ARMAZENADO,19/04/2022
BLK138L5,ARMAZENADO,05/11/2019
FTD298L5,ARMAZENADO,28/09/2021
VV0006L5,ARMAZENADO,16/07/2019
BBM787L5,ARMAZENADO,26/04/2022
FTC724L5,ARMAZENADO,16/04/2019
FTH316L5,EM CLIENTE,23/02/2021
FCD645L5,EM CLIENTE,23/02/2021
BDB664L6,ARMAZENADO,20/07/2021
FTC775L5,ARMAZENADO,
FTC778L5,ARMAZENADO,20/08/2019
FCD660L5,ARMAZENADO,16/04/2019
FCD636L5,ARMAZENADO,30/11/2021
FCD642L5,EM CLIENTE,15/02/2022
GFK790L5,ARMAZENADO,22/03/2022
FTC692L5,ARMAZENADO,10/05/2022
FFB983L5,ARMAZENADO,06/07/2021
BDB821L6,ARMAZENADO,06/07/2021
FCD581L5,EM CLIENTE,31/05/2022
BDB820L6,ARMAZENADO,06/07/2021
FTD411L5,EM CLIENTE,10/06/2022
BDB656L6,ARMAZENADO,06/07/2021
FIC011L5,ARMAZENADO,04/01/2022
FCD564L5,ARMAZENADO,23/11/2021
DII014L5,ARMAZENADO,04/01/2022
FTC634L5,ARMAZENADO,22/03/2022
CZX790L5,EM CLIENTE,11/08/2020
FTH090L5,EM CLIENTE,19/07/2022
FFC207L5,EM CLIENTE,14/06/2022
FTD324L5,ARMAZENADO,01/11/2021
GFK833L5,ARMAZENADO,31/05/2022
FFB972L5,ARMAZENADO,06/07/2021
FTG936L5,ARMAZENADO,20/07/2021
FTE800L5,ARMAZENADO,
FFC054L5,ARMAZENADO,17/05/2022
FTD386L5,ARMAZENADO,24/05/2022
BDB561L6,ARMAZENADO,25/06/2019
CZY687L5,ARMAZENADO,17/11/2022
VV0156L5,ARMAZENADO,
CZZ022L5,EM CLIENTE,25/08/2020
FTC713L5,EM CLIENTE,14/05/2019
BDB804L6,ARMAZENADO,
BBM786L5,ARMAZENADO,17/11/2020
DIH891L5,ARMAZENADO,06/12/2022
FTD362L5,ARMAZENADO,
VV0145L5,ARMAZENADO,
FCD641L5,ARMAZENADO,24/12/2019
TRR040L5,ARMAZENADO,12/11/2019
FIB967L5,ARMAZENADO,31/08/2021
SAP073L8,EM CLIENTE,19/07/2022
SAP146L8,EM CLIENTE,19/07/2022
DIH088L5,EM CLIENTE,13/09/2022
FTH528L5,ARMAZENADO,
BLK095L5,ARMAZENADO,12/11/2019
FTE767L5,ARMAZENADO,16/08/2022
BDB627L6,ARMAZENADO,26/04/2022
FFC259L5,ARMAZENADO,25/05/2021
BLK105L5,ARMAZENADO,16/08/2022
CZY906L5,ARMAZENADO,13/09/2022
BDB677L6,ARMAZENADO,20/07/2021
VV0074L5,EM CLIENTE,16/07/2019
CPW179L4,EM CLIENTE,14/12/2021
FCE860L5,EM CLIENTE,25/08/2020
FTG673L5,EM CLIENTE,17/11/2022
FTC761L5,ARMAZENADO,23/04/2019
BDB516L6,ARMAZENADO,28/09/2021
FTC612L5,ARMAZENADO,05/04/2022
FTC805L5,EM CLIENTE,05/05/2020
FTH108L5,ARMAZENADO,24/12/2019
GAC413L5,EM CLIENTE,15/12/2020
FTC607L5,ARMAZENADO,01/03/2022
FTH511L5,ARMAZENADO,
FTC665L5,ARMAZENADO,12/04/2022
BDB903L6,ARMAZENADO,04/01/2022
BBM793L5,ARMAZENADO,01/03/2022
FTC997L5,ARMAZENADO,01/03/2022
FTC777L5,ARMAZENADO,
FCD002L5,ARMAZENADO,01/02/2022
FTH498L5,ARMAZENADO,16/07/2019
BLK141L5,ARMAZENADO,25/11/2019
CHC172L6,ARMAZENADO,27/12/2019
SP0035L5,EM CLIENTE,17/11/2022
FTH283L5,ARMAZENADO,31/08/2021
BDB879L6,ARMAZENADO,01/11/2021
CZY693L5,EM CLIENTE,17/01/2023
CZY887L5,EM CLIENTE,17/08/2021
FTH268L5,ARMAZENADO,20/07/2021
FCD385L5,ARMAZENADO,18/06/2019
FTG880L5,EM CLIENTE,25/01/2022
FCD058L5,ARMAZENADO,21/05/2019
GFK788L5,ARMAZENADO,22/03/2022
DIH071L5,EM CLIENTE,01/06/2021
DIH966L5,EM CLIENTE,14/06/2022
BDB766L6,ARMAZENADO,19/04/2022
CHC162L6,ARMAZENADO,
CZZ044L5,EM CLIENTE,25/08/2020
FCE999L5,ARMAZENADO,01/02/2022
FCF015L5,ARMAZENADO,24/09/2019
FTE765L5,EM CLIENTE,25/10/2022
DIH177L5,ARMAZENADO,31/08/2020
DII392L5,EM CLIENTE,11/10/2021
FTD360L5,ARMAZENADO,
CZY896L5,EM CLIENTE,18/10/2022
FIC047L5,ARMAZENADO,07/12/2021
BBM759L5,ARMAZENADO,26/04/2022
VV0070L5,EM CLIENTE,17/09/2019
FTH487L5,ARMAZENADO,
FFB999L5,ARMAZENADO,03/05/2022
BDB914L6,ARMAZENADO,12/04/2022
JAC043L5,ARMAZENADO,
AJF798L8,EM CLIENTE,16/08/2022
FFC185L5,ARMAZENADO,28/09/2021
BDB724L6,EM CLIENTE,10/06/2022
DIH989L5,EM CLIENTE,22/03/2022
CHC180L6,ARMAZENADO,27/12/2019
DIH900L5,ARMAZENADO,06/12/2022
FTG624L5,ARMAZENADO,16/07/2019
BDB881L6,ARMAZENADO,30/11/2021
FFC183L5,ARMAZENADO,28/09/2021
FTG562L5,EM CLIENTE,12/11/2019
DII017L5,ARMAZENADO,17/11/2020
FFC039L5,ARMAZENADO,08/09/2020
CQZ562L5,ARMAZENADO,
BDB550L6,ARMAZENADO,24/09/2019
VV0182L5,ARMAZENADO,16/04/2019
FCF474L5,ARMAZENADO,01/06/2020
